PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
ResidualCapacity,BAU,CR,DIST_LPG,,,,2036,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2037,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2038,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2039,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2040,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2041,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2042,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2043,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2044,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2045,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2046,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2047,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2048,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2049,,,,,,6.4
ResidualCapacity,BAU,CR,DIST_LPG,,,,2050,,,,,,6.4
ResidualCapacity,BAU,CR,PPBIO001,,,,2015,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2016,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2017,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2018,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2019,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2020,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2021,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2022,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2023,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2024,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2025,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2026,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2027,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2028,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2029,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2030,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2031,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2032,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2033,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2034,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2035,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2036,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2037,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2038,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2039,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2040,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2041,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2042,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2043,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2044,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2045,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2046,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2047,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2048,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2049,,,,,,0.03
ResidualCapacity,BAU,CR,PPBIO001,,,,2050,,,,,,0.03
ResidualCapacity,BAU,CR,PPDSL001,,,,2015,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2016,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2017,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2018,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2019,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2020,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2021,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2022,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2023,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2024,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2025,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2026,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2027,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2028,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2029,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2030,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2031,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2032,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2033,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2034,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2035,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2036,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2037,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2038,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2039,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2040,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2041,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2042,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2043,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2044,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2045,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2046,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2047,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2048,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2049,,,,,,0.381
ResidualCapacity,BAU,CR,PPDSL001,,,,2050,,,,,,0.381
ResidualCapacity,BAU,CR,PPFOB001,,,,2015,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2016,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2017,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2018,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2019,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2020,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2021,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2022,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2023,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2024,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2025,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2026,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2027,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2028,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2029,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2030,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2031,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2032,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2033,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2034,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2035,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2036,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2037,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2038,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2039,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2040,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2041,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2042,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2043,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2044,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2045,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2046,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2047,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2048,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2049,,,,,,0.214
ResidualCapacity,BAU,CR,PPFOB001,,,,2050,,,,,,0.214
ResidualCapacity,BAU,CR,PPGEO001,,,,2015,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2016,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2017,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2018,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2019,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2020,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2021,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2022,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2023,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2024,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2025,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2026,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2027,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2028,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2029,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2030,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2031,,,,,,0.206
ResidualCapacity,BAU,CR,PPGEO001,,,,2032,,,,,,0.206
